card_id,target
C_ID_619082bf7d,-4.815714157
C_ID_ba95ae9113,2.478369896
C_ID_fdfe6133db,-0.330428714
C_ID_1a5c4864c0,0.07050592
C_ID_7a66376702,-0.586803898
C_ID_325049a5b3,-0.039358739
C_ID_5c3a6a254b,-0.684218727
C_ID_768a62fd67,-1.50655184
C_ID_8280ac022c,0.309682553
C_ID_0621c41948,-0.408624398
C_ID_c97d368d54,-6.099170788
C_ID_a69568da79,-0.020326261
C_ID_3fc03e96d3,-1.25468638
C_ID_79f510402a,-0.371888527
C_ID_d0e20268c6,0.174931396
C_ID_237bc2b6bc,1.12841068
C_ID_738e8c6ad4,-0.682195847
C_ID_c5b913140b,-0.1996155
C_ID_dce9ae5c83,-0.240684541
C_ID_ed8c83ed3b,-1.471975233
C_ID_fb28b161c5,0.388579878
C_ID_94300ba829,0.236874189
C_ID_29bb0bb987,0.452522035
C_ID_eaf9218e7b,-0.248391622
C_ID_f6e7db3422,-0.616546814
C_ID_dbff82eb68,-0.917316271
C_ID_1d5864081b,-0.393937278
C_ID_a632cb47de,0.071722859
C_ID_92836e8cfd,0.507560358
C_ID_715c9ee37c,0.65767941
C_ID_8cdc6acec4,-0.385159088
C_ID_8ca96ad5af,0.262535643
C_ID_54301a17f8,1.063398229
C_ID_9fcd93541b,-1.308767436
C_ID_dbc336bad4,1.357177322
C_ID_a6af5417f0,-0.47006412
C_ID_415fc459f1,0.25369288
C_ID_e0a857bb94,-0.517070839
C_ID_ed487096e1,-1.044811883
C_ID_c3af389f96,-0.598660516
C_ID_524851647a,-3.66628648
C_ID_15cec22628,0.056576034
C_ID_63cea539d2,-0.044135947
C_ID_89146fd05a,0.070898007
C_ID_ab0d372843,-0.912657758
C_ID_c8df3dbb28,0.13757196
C_ID_2d6553adc3,-1.995388581
C_ID_eb0cba1af9,-2.112338204
C_ID_e44fe24b69,0.348304806
C_ID_78d7380cea,0.195195679
C_ID_12b823c3ec,1.243862142
C_ID_e34f0d110f,-0.549045067
C_ID_9fb2eea47b,-1.124928193
C_ID_cf63664338,-0.74179585
C_ID_1a904c4537,-0.056466328
C_ID_5f1eda7477,0.61101168
C_ID_5089081961,-6.081575987
C_ID_51d2a202ac,-1.422372253
C_ID_2fa504fb02,0.297426932
C_ID_85eba2526e,0.031203175
C_ID_45ee340077,0.311017043
C_ID_42690c6e70,-0.873268756
C_ID_abdc9b2ed2,-0.065010789
C_ID_c85199b76e,-0.099917199
C_ID_7ffe4bd729,1.057863849
C_ID_de06fcb25a,0.314722003
C_ID_9e34c32449,0.244154922
C_ID_1566603224,-0.065474333
C_ID_5aff05d6b1,-2.026652193
C_ID_8711d75f01,-0.670444581
C_ID_c6c9ad8f81,0.25507434
C_ID_179ce6d0fa,-0.054229327
C_ID_b575185e9e,-0.843875433
C_ID_f652457b4b,-0.027381433
C_ID_dfedf2f0e1,-2.011155012
C_ID_37a3826fef,0.063771887
C_ID_3850b22223,0.454823392
C_ID_f31bd58a7a,-0.597067747
C_ID_d9d0fe34b0,-0.025461935
C_ID_a06291166f,-1.066568197
C_ID_919f809d81,-0.014170977
C_ID_37ed75f403,-2.436741119
C_ID_0b371e50b1,-0.624702353
C_ID_9af1b515e2,-0.285595711
C_ID_9ff39d9f8f,-0.629692772
C_ID_29c4e05fbd,-0.853895802
C_ID_8271c9338e,-0.564722895
C_ID_9f3c474704,1.125895111
C_ID_ec3af28b1b,0.971373633
C_ID_f65d4000cf,0.087885062
C_ID_71f27e88b6,-0.050274216
C_ID_68030cf3e9,-1.368124997
C_ID_45f00b3d45,0.007572095
C_ID_70891a0d0c,0.152398926
C_ID_3b6d8cafcf,-1.581326795
C_ID_004885878b,-0.254429275
C_ID_770c5d6625,-0.405136119
C_ID_d31c5d136d,-0.581070854
C_ID_7937c4bbfc,1.318632517
C_ID_0cd0945f72,-0.473446631
C_ID_be0ad9b7eb,-0.009559979
C_ID_93f59bf677,-0.783900781
C_ID_6d986296cb,-1.293899268
C_ID_c4bb8234b4,-0.196930557
C_ID_eed977f280,-0.552935311
C_ID_f781a6faa6,-0.384458427
C_ID_bf905bf168,-0.409141793
C_ID_52303de7e7,0.167043287
C_ID_911e8ffbe0,-0.289137234
C_ID_80e2d98076,-2.840760111
C_ID_0a2c2f9f58,-1.154096325
C_ID_152f65c13d,-0.892125551
C_ID_8e08777375,-0.091027566
C_ID_f4d9706702,-0.561054654
C_ID_251951b363,-1.058206288
C_ID_69bcef0917,-2.100958053
C_ID_be968701f8,-0.310082398
C_ID_b64c326f44,1.045742993
C_ID_fe577884d4,-0.774925954
C_ID_fd23ece68d,0.370346009
C_ID_8c482027cc,-0.05654379
C_ID_6815c3cbb6,-2.173483903
C_ID_e546f5fb57,-1.642033206
C_ID_921a1654dd,-1.324789294
C_ID_4ee8c5fb95,-0.523421805
C_ID_3162e8711f,-0.47477168
C_ID_f4837e7c9d,1.189658804
C_ID_4ffbfb9eda,-0.253267851
C_ID_23ba0a2ea7,-2.325702154
C_ID_48d5ee7ec3,-0.264899475
C_ID_737bc87c71,-0.633623937
C_ID_34379f9950,-0.395249215
C_ID_b1bc7601e7,0.334561565
C_ID_895c06b9ad,0.19761512
C_ID_fbf52e58cd,0.054691597
C_ID_3edcb2f37a,-0.660731912
C_ID_19799f4e7d,-0.93537837
C_ID_e4575d884f,-0.443003154
C_ID_07c33a4a6c,-0.878841746
C_ID_614fd1294c,-0.527460221
C_ID_5f60de0fbe,0.290597086
C_ID_f8334a2af7,0.390391038
C_ID_900f77ee89,0.087836072
C_ID_78036f1f3c,-0.517785877
C_ID_3e3690d009,1.006067242
C_ID_15967b67cd,-0.246760228
C_ID_75048175f8,-0.123881804
C_ID_8abd5523d4,-1.418606468
C_ID_924940f9a0,-1.003800625
C_ID_abe97a2768,1.090618816
C_ID_d2b41701e6,-3.664650211
C_ID_6079b41534,-0.539145941
C_ID_0ef64122db,0.610888956
C_ID_99fe8ffc90,-0.305327859
C_ID_f1fbafcba2,-0.246227797
C_ID_2aa82ee67f,-0.760279321
C_ID_226f7e1fcf,-1.103319369
C_ID_541f56c580,0.830172618
C_ID_2b11143b2d,-0.040399702
C_ID_9d7e6b0442,0.51870174
C_ID_40e4e5d7e6,-0.116213745
C_ID_19d087b9fc,-0.386192867
C_ID_94e6fe1eb6,-0.260477971
C_ID_86e06aaa8f,-0.783099124
C_ID_8b36dfe26b,0.052222293
C_ID_0c71ff8a3d,-1.033559739
C_ID_4ba3300d9c,0.187238073
C_ID_44e2940deb,-1.210801572
C_ID_d886d9d92c,0.149110057
C_ID_432fad8d0c,0.222779635
C_ID_cfc3efa189,-0.01687348
C_ID_3d88817301,-0.434320981
C_ID_ac1e84b7e2,-1.050016829
C_ID_06a469f094,-0.53537375
C_ID_967ca675f9,-0.371014386
C_ID_4b3fad31c5,-0.31134472
C_ID_9565236fc4,0.177294408
C_ID_aaebc8d0ee,0.856351969
C_ID_2f1f3ea8c6,-0.328366014
C_ID_38a6e3512e,0.070354175
C_ID_ca8e73ecef,-0.194657894
C_ID_c02e054feb,-0.209229968
C_ID_f0aebb8ac0,0.939046599
C_ID_eb2d23bda4,-0.928616856
C_ID_027336a1cb,-0.507985129
C_ID_a4df127591,-1.297541007
C_ID_b33e0f675e,-4.680123962
C_ID_c9e6f3c18d,-0.060756345
C_ID_a1e1912c2a,0.264916206
C_ID_a84faa7483,-1.027485475
C_ID_9563a35a7f,-0.740670984
C_ID_4e2403e039,0.174360675
C_ID_15260b770e,0.118303491
C_ID_8a172c0c0d,-0.25769884
C_ID_c77547481e,-6.304019586
C_ID_83b5aea1f4,-0.354304088
C_ID_6270f83f56,-0.225020448
C_ID_77b17029f0,-0.366624004
C_ID_4c525e9990,-0.915599319
C_ID_749f3b1b93,-2.101138319
C_ID_078f82a791,-0.358631353
C_ID_cb76fb1021,-0.899340434
C_ID_c57f1bd5bc,0.59031484
C_ID_f4c40ac4f7,-0.408968851
C_ID_4e20b37a37,-1.691876977
C_ID_1eb28223c7,-0.574518468
C_ID_8ed2fd4992,-0.207431679
C_ID_d78643dfba,-0.259953769
C_ID_34841f60d1,0.421385628
C_ID_c49b07a4eb,-0.488135774
C_ID_97e34365fa,-0.592134038
C_ID_1ccdb537c4,0.976340517
C_ID_318f5f397b,-0.420020046
C_ID_3566014e0c,-1.8401655
C_ID_b36ca5620f,-0.821365668
C_ID_77fb564437,-0.110935344
C_ID_54b2846a36,0.152524751
C_ID_b3381af031,-0.158269149
C_ID_02988c4aa5,-0.136657167
C_ID_3a0b3293a9,0.455268153
C_ID_81be2ff8b5,0.461249941
C_ID_ca5a78c056,-1.015660313
C_ID_004afee4c8,0.452292207
C_ID_6b5a6490d9,-0.438522766
C_ID_dd55221656,-0.175097463
C_ID_ac254c01c1,-2.57754984
C_ID_6b0ac2784f,-1.288679819
C_ID_512386b5f4,-0.11838523
C_ID_00397e567f,-2.012497328
C_ID_721c9311f2,0.6007132
C_ID_e9ec1792bb,-1.17218814
C_ID_16ecdcf2b0,-0.185225824
C_ID_e0e4cdfc53,-0.259338636
C_ID_f7bacba2a6,-0.117920592
C_ID_4a66bb13a4,0.136030727
C_ID_4029e95979,-0.547495074
C_ID_084e4bc415,-0.243784525
C_ID_0e6d55e198,-0.019822265
C_ID_d9584a3eef,-0.63719244
C_ID_a2020cec79,-0.06529772
C_ID_82dd0eb44f,-0.770710895
C_ID_e07f48d910,-0.1684211
C_ID_b98e08fa85,0.021871619
C_ID_50a7f7b582,-0.169577011
C_ID_614e35f5f9,0.348308626
C_ID_65c74bcb80,-0.429425608
C_ID_6a59ab8b93,-2.287394392
C_ID_2fe4a13787,0.020289769
C_ID_2002264e13,-0.042321866
C_ID_7d59cd0a0a,-0.389754121
C_ID_74bfc908d3,0.327233298
C_ID_447defddbd,-1.224733581
C_ID_3d1742ba93,-0.287678828
C_ID_f4832ba39b,-0.053739609
C_ID_62aedb76df,1.937487329
C_ID_1ad24f4054,-0.123898779
C_ID_45b8a92d09,0.635714934
C_ID_f38f899c09,0.201452934
C_ID_4c7fc71084,0.859176387
C_ID_8c9e94b453,1.04871099
C_ID_4071f3f254,-0.300448521
C_ID_dd8ef29568,0.02257906
C_ID_5b122cf769,1.282425105
C_ID_f685dd6847,-0.446358095
C_ID_abf6cde369,-0.274542991
C_ID_2332b4e032,-0.072103445
C_ID_f59b3b6bb2,0.437440703
C_ID_a875715dd5,-0.297557758
C_ID_dde9fc744d,0.861547457
C_ID_0e4f6af077,-0.620225871
C_ID_5fb87896d5,-0.207724726
C_ID_c1edb6769c,-0.283335228
C_ID_0cea064a88,-1.180574744
C_ID_15cefca902,0.810131993
C_ID_ee56d3a693,0.436439409
C_ID_3e032d1c6d,-0.405849776
C_ID_0db57787e6,-0.861591876
C_ID_61c15762f4,-1.041661581
C_ID_b913141b00,-0.029022758
C_ID_eea9f2ef29,-0.130590613
C_ID_a71db4ee55,-1.04467446
C_ID_e76a1388bf,-0.068492526
C_ID_a03ffc05ed,0.511231954
C_ID_8cdba66bb3,0.461377376
C_ID_c75c069d25,-0.736871571
C_ID_93b958c812,0.164226531
C_ID_36d82b4442,0.614603228
C_ID_360fba8b39,0.511239146
C_ID_86dc239658,-0.442836343
C_ID_8a141b8fa5,0.573179927
C_ID_cd78d27cae,-0.11350329
C_ID_f3272c91a7,-1.861091083
C_ID_80c2af4684,-0.14263567
C_ID_c7acd44d7f,-0.523344023
C_ID_f3a6263458,0.338097223
C_ID_1bbe8f7d6c,-2.066375734
C_ID_54b0f0f4bc,-0.336445553
C_ID_805319dcde,-0.034304004
C_ID_cde9dcd6d8,-0.603948851
C_ID_1958bb5e7e,0.548410344
C_ID_f171d9f575,0.012240874
C_ID_4f475ca4b3,0.205938712
C_ID_a4c382a70f,-0.516295948
C_ID_cdfb1c12e0,-0.537242349
C_ID_6171b2fbff,-1.097287128
C_ID_7cc96c7682,1.190049982
C_ID_6b6d457a99,-1.607238713
C_ID_ed6d1338b5,-0.302555531
C_ID_17b2e43f41,0.313963263
C_ID_f35856a259,-0.258850368
C_ID_de981b200b,1.027992166
C_ID_95b1b111cf,-0.514539984
C_ID_8acb32794c,0.625123803
C_ID_fe9f3f6d2d,-0.328168254
C_ID_e44d853f1b,0.003652975
C_ID_ec9ec8bf71,0.332300396
C_ID_28405d2baa,-0.362067817
C_ID_65e8e8d243,-0.145127757
C_ID_4b8b9c7d69,-0.143826336
C_ID_a46e2e6ece,-0.362721984
C_ID_a7d1cd6b7c,-12.56965676
C_ID_225a5abc31,-0.19724327
C_ID_593218d660,-0.552084231
C_ID_c0d4f09669,-0.553911744
C_ID_d500eb1fc3,1.200644414
C_ID_d4db589fc0,-0.311450653
C_ID_9753d91e5b,-0.574153737
C_ID_eaf6aee3d8,0.833351104
C_ID_04024e939d,-0.935276678
C_ID_4552210868,-0.091583563
C_ID_d2d79eae51,-3.432861567
C_ID_19064fc2e6,-0.052786226
C_ID_e9ecdac068,-0.200014644
C_ID_3222ce4b78,-0.293443778
C_ID_aaf9f16647,-0.110207417
C_ID_a5c1ae3eda,-1.704144921
C_ID_9fd254c19a,0.386816704
C_ID_ab6451ac5a,-2.321093249
C_ID_45a7272424,-8.449883241
C_ID_7e9b4a1150,-0.075383976
C_ID_c2cff7a02e,0.048422812
C_ID_51233cc976,-0.181135355
C_ID_6773f9bec3,0.381605432
C_ID_20e84d59b1,0.033179859
C_ID_9e1ce51f50,0.176196484
C_ID_865161b242,-0.336302488
C_ID_7f8b5f6b09,-0.54124292
C_ID_0b94f181a1,0.232414268
C_ID_0302f33b8f,0.56210749
C_ID_554b755361,-0.471283127
C_ID_7e57334cc6,-0.225494905
C_ID_60c72c2c3a,-0.450047484
C_ID_b89dd01483,-0.075303399
C_ID_ca5374a321,-0.938098284
C_ID_8f9d3e108b,-0.101219673
C_ID_359291bd41,0.324149329
C_ID_bb0cb76ef6,-1.20261475
C_ID_644b4ac8a4,-0.377730649
C_ID_53040a8a11,-0.582160454
C_ID_f874d2a704,-0.145884536
C_ID_5d91ed4112,-0.179801997
C_ID_794cba1242,-0.294507819
C_ID_a29e78e61f,-0.076360098
C_ID_d6e5994952,-2.243802871
C_ID_10beb4bb70,-0.467600695
C_ID_626716fe69,-1.738340817
C_ID_77dbe57a08,-0.217506959
C_ID_167522dd91,-0.076508709
C_ID_f11416b4b2,-3.015738872
C_ID_8fac1ea9ad,-0.113235348
C_ID_6725d9114f,-0.56296763
C_ID_63291ef8e8,-1.636051744
C_ID_2df7089ceb,-0.208828801
C_ID_47251b1d39,-1.521452408
C_ID_6987979396,-0.121684697
C_ID_6b20086f1c,1.187835756
C_ID_37a125f1b2,-0.511320572
C_ID_c777351240,0.061650483
C_ID_34bf4ce0c8,-3.498474304
C_ID_6c0d712012,-6.023881121
C_ID_be2e383ff9,-0.135570362
C_ID_7b9fb53bd7,-0.470872638
C_ID_9cac55659d,-0.369053693
C_ID_c8c081b4b4,-0.599008951
C_ID_c11976c7c3,0.259514804
C_ID_5cf8a47b12,-0.254463809
C_ID_044a728838,-0.234458931
C_ID_5543af9094,0.07204965
C_ID_1bf9371a0c,-0.077309629
C_ID_7658e8a511,-0.178989886
C_ID_3733f45c91,0.265974088
C_ID_9737ad2640,0.241054221
C_ID_7cd135df49,-3.900837016
C_ID_d3f9f29690,-0.066640795
C_ID_b68cb361b6,-0.657461055
C_ID_8826aad8ac,-0.547482408
C_ID_02bfcd2a89,-0.958733632
C_ID_74e2b4afaa,-0.054611435
C_ID_570c45720a,-2.122456888
C_ID_28721e2548,-1.203713248
C_ID_77b4a5295f,0.300760418
C_ID_f77d9b9363,-1.476052472
C_ID_294a7efc9c,2.057983435
C_ID_ea878ea059,0.835151122
C_ID_d891906f01,0.421420318
C_ID_c699b737ca,-0.115772159
C_ID_4f994469b2,0.2040785
C_ID_ecd78bfd42,-0.761377805
C_ID_bf9c6e6521,0.821371131
C_ID_5b1649cf49,0.537943426
C_ID_f5cb867bfb,-0.081562721
C_ID_c37a157761,-3.269668384
C_ID_8aaa31d2ff,-0.322404801
C_ID_76248d4f9e,0.484288597
C_ID_e38faf83ae,-0.896463914
C_ID_e065cf37d3,0.133353553
C_ID_babeccf2f8,-0.091303543
C_ID_7619409e9b,0.351077563
C_ID_1a1055f203,-2.781399001
C_ID_b39fc093e9,-0.664165039
C_ID_fe694de6d5,0.745101118
C_ID_90d4298c15,-0.252041516
C_ID_616eb9e2a7,-0.253030783
C_ID_b396a31f08,-1.355220943
C_ID_0f19aa7bdc,-0.202285076
C_ID_acfd62662f,-0.18258787
C_ID_d6169ed844,-0.076248737
C_ID_4d8cd9ee19,-0.010475102
C_ID_672ccdd9aa,-0.264367541
C_ID_6b6974d92a,0.931890205
C_ID_69cad65798,0.455430867
C_ID_f2951acca9,0.295318073
C_ID_98ce282a41,-1.791551401
C_ID_48461436c4,-0.652200247
C_ID_c67b515418,-1.157674667
C_ID_669b969118,-0.730667059
C_ID_1de37c1871,1.142268909
C_ID_1f8bce815d,-0.249275887
C_ID_6e6b38cdd1,0.365665565
C_ID_eed194a76a,1.098505812
C_ID_98aea24ae2,0.287996907
C_ID_3c336ae2a0,-0.168557761
C_ID_64d7e12627,-0.928494907
C_ID_23b0303da7,-0.179881805
C_ID_749f0fd6c4,-0.87807896
C_ID_09e183fb2e,-0.890012697
C_ID_73fb1dae5e,0.354751657
C_ID_6fd5929c67,-0.32425976
C_ID_c1f78ed26c,0.477203128
C_ID_77ca7d3439,-0.516777701
C_ID_3ad47606b4,0.776938627
C_ID_d248a9b767,-0.004224809
C_ID_0ecfde16bc,0.236884738
C_ID_6e7676a6fa,-2.249132743
C_ID_f887df96a8,-0.281009796
C_ID_c06da29075,0.835563887
C_ID_0d019aba1b,-0.328651465
C_ID_a34d2bbdbf,-0.162256102
C_ID_66422419e7,-0.105469297
C_ID_aebbc78886,-0.085127571
C_ID_cbf3c2b584,-0.11730943
C_ID_1b4509d71e,0.033194888
C_ID_98a2ea3f91,-0.052741581
C_ID_d0f9f78450,-0.233895098
C_ID_52eb502289,-0.487050399
C_ID_8207ac8679,-0.215648797
C_ID_692b99fa6f,-2.68589867
C_ID_90843b7a94,0.402316953
C_ID_cb93ed467a,-0.913986089
C_ID_0122d12d54,-0.213853582
C_ID_2bc6e22ca3,-0.461826906
C_ID_5b35ce96b3,-0.691152994
C_ID_04d1b535c9,1.408211808
C_ID_133f1c32fc,-0.021209629
C_ID_3f7b6f3d8e,-1.470903261
C_ID_109a0b0e85,-0.931153807
C_ID_6ad04db6f0,-0.186900839
C_ID_f417231338,-0.178587217
C_ID_ae9db8a856,-1.987128875
C_ID_af0bc0580f,-0.673365087
C_ID_f37d2517d8,-0.03907849
C_ID_88e7427589,-0.950914172
C_ID_144416ee6f,-0.360462533
C_ID_074a32ba02,-0.097744151
C_ID_a05e126aa7,-0.44883362
C_ID_5d050aa9e1,-0.034908217
C_ID_51ba2d5135,-1.954867196
C_ID_af03d43eb6,-0.142144191
C_ID_75b9883d33,0.030893251
C_ID_0b7b51e522,-0.361539264
C_ID_025a582bd0,-0.662070855
C_ID_8def3ecd85,-1.465738123
C_ID_3520de6da3,-0.438650105
C_ID_34ee53b696,-1.665591123
C_ID_c1d7694192,-0.341163662
C_ID_81a412a7ba,0.044232065
C_ID_3a8b5b68ed,-0.060600794
C_ID_13f3e9e5ce,-1.689315045
C_ID_5f6082150b,0.844945219
C_ID_92a14249ea,0.631299545
C_ID_9976a8ffe9,-0.494904281
C_ID_83342afd60,-0.37127002
C_ID_875cadb7f5,-1.062809306
C_ID_97eb6836b7,-0.252721143
C_ID_bbb8d26140,-0.214748959
C_ID_66b2103231,-3.140422814
C_ID_9c11c8f212,-0.631334117
C_ID_d8837ff165,-0.224820188
C_ID_cedf04e754,0.0376909
C_ID_44d150c95b,-0.108443981
C_ID_1cf8996ea0,0.623910363
C_ID_810898f9b7,0.417167259
C_ID_a0e6c48ac8,-0.522783601
C_ID_e74cf6dd97,-0.012004772
C_ID_5d7e2c0b6d,-2.568769142
C_ID_7bd5319112,-0.091401319
C_ID_0cc0512a9a,-0.737680134
C_ID_1dff3848d8,-0.393857655
C_ID_a45d84ca4c,-6.82393225
C_ID_910450843e,0.062396584
C_ID_80acf3e66d,-0.537205364
C_ID_7dd50a82e0,-1.912389202
C_ID_96f678c220,-3.156800759
C_ID_f2a9d168ab,0.79437529
C_ID_b60dece69e,-0.317158142
C_ID_189c9c9273,0.564427091
C_ID_465e2075eb,-0.100231852
C_ID_c3f0c16f40,-0.416544326
C_ID_34e9d87d48,-0.942809316
C_ID_3f12f3e7af,-2.363803621
C_ID_abbb3ede6a,-1.044535167
C_ID_190311449f,-4.172230097
C_ID_5717269dc7,0.304595272
C_ID_f909ce2ff1,-0.242236501
C_ID_e813cd28f5,1.111713597
C_ID_29a5062621,-0.156162231
C_ID_ad758bd0d9,0.180774652
C_ID_5e00a0412d,0.311073297
C_ID_0b81c3e4df,-0.833078633
C_ID_956d068f56,0.68370148
C_ID_33390e7872,0.056555701
C_ID_531db931f9,0.622825239
